year,county_code,district_code,school_code,charter_num,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
22,10,62281,0000000,,625,474,4,0,5,10,307,500,182,522,,16,,,,,,,1,10622810000000
22,10,62323,0000000,,156,152,0,0,0,15,106,152,58,152,,16,,,,,,,1,10623230000000
22,10,62331,0137661,1492,1252,870,2,0,16,0,660,883,70,894,,12,10,,1,1,14,12,1,10623310137661
22,10,62331,0000000,,275,250,2,2,6,3,192,258,100,258,,16,,,,,,,1,10623310000000
22,10,62356,0000000,,349,299,1,0,0,0,228,308,178,313,,16,,,,,,,1,10623560000000
22,10,62364,0000000,,3323,2643,10,0,158,219,2198,3059,1624,3157,,16,,,,,,,1,10623640000000
22,10,62372,0000000,,89,0,0,0,3,0,12,15,1,16,,16,,,,,,,1,10623720000000
22,10,62380,0136499,1905,254,227,5,0,8,1,188,245,49,246,,12,10,,1,1,14,12,1,10623800136499
22,10,62380,0000000,,275,259,2,0,6,36,191,262,182,270,,16,,,,,,,1,10623800000000
22,10,62414,1030766,0257,252,52,0,0,0,0,88,129,9,130,,12,10,,2,0,14,12,1,10624141030766
22,10,62414,6117865,0258,583,84,0,0,0,0,91,163,33,180,,6,10,,2,0,14,8,1,10624146117865
22,10,62414,6117873,0283,622,175,0,0,0,0,251,399,99,418,,6,10,,2,0,14,8,1,10624146117873
22,10,62414,0000000,,11628,3312,93,0,49,113,5405,8094,1848,8362,,16,,,,,,,1,10624140000000
